start,end,label
586.70721875,593.2378437500001,SPEAKER_01
587.95596875,588.4284687500001,SPEAKER_00
588.78284375,589.74471875,SPEAKER_00
593.96346875,594.28409375,SPEAKER_00
594.7397187500001,598.36784375,SPEAKER_00
598.5534687500001,604.0209687500001,SPEAKER_00
599.02596875,599.86971875,SPEAKER_01
604.27409375,679.90784375,SPEAKER_01
604.3584687499999,604.67909375,SPEAKER_00
604.7465937500001,605.2865937500001,SPEAKER_00
680.46471875,700.47846875,SPEAKER_01
700.86659375,715.88534375,SPEAKER_01
716.47596875,719.85096875,SPEAKER_01
720.84659375,727.56284375,SPEAKER_01
727.71471875,750.10784375,SPEAKER_01
734.51534375,734.61659375,SPEAKER_00
734.7009687500001,734.76846875,SPEAKER_00
750.3272187500002,770.32409375,SPEAKER_01
771.2690937500001,779.9597187500001,SPEAKER_01
780.29721875,787.78971875,SPEAKER_01
788.21159375,794.2865937500001,SPEAKER_01
794.77596875,812.66346875,SPEAKER_01
813.54096875,819.71721875,SPEAKER_01
820.2234687500002,842.6672187500001,SPEAKER_01
843.46034375,856.97721875,SPEAKER_01
857.12909375,857.66909375,SPEAKER_01
858.05721875,863.2547187500002,SPEAKER_01
863.5247187500001,881.0915937500001,SPEAKER_01
881.96909375,895.5365937500001,SPEAKER_01
895.8403437500001,907.2140937500001,SPEAKER_01
907.58534375,910.4878437500001,SPEAKER_01
911.1797187500001,911.53409375,SPEAKER_01
912.1584687500001,922.4353437500001,SPEAKER_01
923.2790937500001,934.70346875,SPEAKER_01
934.7878437500001,940.8797187500002,SPEAKER_01
941.2509687500001,942.44909375,SPEAKER_01
942.8540937500002,945.9422187500002,SPEAKER_01
947.54534375,949.7053437500001,SPEAKER_01
950.4140937500001,950.8359687500001,SPEAKER_01
950.9709687500001,952.6415937500001,SPEAKER_01
953.3503437500001,968.6728437500001,SPEAKER_01
956.0672187500002,956.38784375,SPEAKER_00
966.07409375,966.10784375,SPEAKER_00
970.03971875,977.0259687500002,SPEAKER_00
973.70159375,974.1572187500001,SPEAKER_01
977.22846875,985.07534375,SPEAKER_00
985.21034375,985.75034375,SPEAKER_00
986.07096875,989.2097187500001,SPEAKER_00
988.7878437500001,989.3615937500001,SPEAKER_01
989.5303437500002,989.6822187500002,SPEAKER_00
989.96909375,995.5715937500001,SPEAKER_00
996.04409375,996.61784375,SPEAKER_01
997.00596875,998.2040937500001,SPEAKER_00
998.6428437500001,1003.8572187500001,SPEAKER_00
999.3515937500001,999.7903437500001,SPEAKER_01
1004.2790937500001,1004.8022187500001,SPEAKER_01
1004.31284375,1009.5103437500002,SPEAKER_00
1009.9153437500001,1012.2609687500001,SPEAKER_00
1012.8853437500002,1013.5434687500001,SPEAKER_00
1014.2353437500001,1022.06534375,SPEAKER_00
1022.23409375,1022.7234687500002,SPEAKER_01
1022.77409375,1025.47409375,SPEAKER_00
1025.9803437500002,1030.36784375,SPEAKER_00
1030.36784375,1030.80659375,SPEAKER_01
1031.2790937500001,1033.0172187500002,SPEAKER_00
1033.2872187500002,1034.1478437500002,SPEAKER_00
1034.8059687500001,1038.14721875,SPEAKER_00
1038.4509687500001,1040.64471875,SPEAKER_00
1041.4040937500001,1041.79221875,SPEAKER_00
1042.5684687500002,1059.4097187500001,SPEAKER_01
1060.4222187500002,1070.07471875,SPEAKER_01
1070.3953437500002,1077.22971875,SPEAKER_01
1077.8709687500002,1092.6534687500002,SPEAKER_01
1092.9065937500002,1099.03221875,SPEAKER_01
1099.30221875,1103.0147187500002,SPEAKER_01
1103.8415937500001,1105.5290937500001,SPEAKER_01
1106.6765937500002,1107.03096875,SPEAKER_01
1108.02659375,1125.05346875,SPEAKER_01
1126.45409375,1129.08659375,SPEAKER_01
1129.52534375,1144.4090937500002,SPEAKER_01
1144.9659687500002,1147.66596875,SPEAKER_01
1148.25659375,1149.3197187500002,SPEAKER_01
1148.96534375,1149.52221875,SPEAKER_00
1151.86784375,1155.42846875,SPEAKER_00
1155.7997187500002,1164.6084687500002,SPEAKER_00
1158.6853437500001,1158.7022187500002,SPEAKER_01
1164.9290937500002,1171.15596875,SPEAKER_00
1164.97971875,1165.3172187500002,SPEAKER_01
1171.8140937500002,1172.3878437500002,SPEAKER_00
1173.26534375,1177.2478437500001,SPEAKER_00
1177.3997187500001,1177.9903437500002,SPEAKER_00
1178.73284375,1179.18846875,SPEAKER_01
1179.18846875,1179.2390937500002,SPEAKER_00
1179.2390937500002,1179.62721875,SPEAKER_01
1179.2728437500002,1179.6609687500002,SPEAKER_00
1179.6609687500002,1179.6778437500002,SPEAKER_01
1181.02784375,1181.9559687500002,SPEAKER_01
1181.6184687500001,1181.97284375,SPEAKER_00
1181.97284375,1182.0909687500002,SPEAKER_01
1182.4622187500001,1185.7190937500002,SPEAKER_01
1186.8497187500002,1192.28346875,SPEAKER_00
1192.94159375,1199.59034375,SPEAKER_00
1200.13034375,1201.0247187500001,SPEAKER_01
1201.1765937500002,1201.68284375,SPEAKER_01
1201.68284375,1202.77971875,SPEAKER_00
1201.7165937500001,1202.1890937500002,SPEAKER_01
1203.5390937500001,1209.54659375,SPEAKER_01
1209.96846875,1218.01784375,SPEAKER_01
1219.53659375,1220.7515937500002,SPEAKER_00
1221.6965937500001,1229.5772187500002,SPEAKER_00
1230.1509687500002,1230.7078437500002,SPEAKER_00
1231.1297187500002,1231.61909375,SPEAKER_00
1232.0240937500002,1234.2515937500002,SPEAKER_00
1234.47096875,1235.31471875,SPEAKER_00
1235.56784375,1237.6434687500002,SPEAKER_00
1237.7109687500001,1238.21721875,SPEAKER_01
1238.3522187500002,1238.7572187500002,SPEAKER_00
1239.1284687500001,1244.0728437500002,SPEAKER_00
1244.30909375,1244.4778437500001,SPEAKER_01
1244.4778437500001,1246.3340937500002,SPEAKER_00
1246.7222187500001,1247.2115937500002,SPEAKER_01
1248.22409375,1253.8940937500001,SPEAKER_00
1254.5015937500002,1258.92284375,SPEAKER_00
1258.9565937500001,1259.7159687500002,SPEAKER_00
1259.1084687500002,1259.63159375,SPEAKER_01
1260.45846875,1272.11909375,SPEAKER_00
1272.7603437500002,1280.69159375,SPEAKER_00
1281.7884687500002,1282.1597187500001,SPEAKER_01
1282.14284375,1282.69971875,SPEAKER_00
1283.0034687500001,1289.2472187500002,SPEAKER_00
1289.5340937500002,1289.55096875,SPEAKER_00
1289.55096875,1289.9053437500002,SPEAKER_01
1289.9053437500002,1295.9634687500002,SPEAKER_00
1296.4022187500002,1297.88721875,SPEAKER_00
1298.6128437500001,1301.49846875,SPEAKER_00
1301.8528437500001,1303.0172187500002,SPEAKER_00
1303.1353437500002,1307.72534375,SPEAKER_00
1307.97846875,1312.65284375,SPEAKER_00
1313.1590937500002,1314.59346875,SPEAKER_00
1314.8465937500002,1318.94721875,SPEAKER_00
1319.80784375,1320.09471875,SPEAKER_01
1320.66846875,1321.1747187500002,SPEAKER_01
1321.1747187500002,1327.28346875,SPEAKER_00
1327.4690937500002,1332.31221875,SPEAKER_00
1327.5872187500001,1327.95846875,SPEAKER_01
1328.7347187500002,1329.2747187500001,SPEAKER_01
1332.7847187500001,1332.90284375,SPEAKER_00
1333.1222187500002,1356.2747187500001,SPEAKER_01
1356.93284375,1366.92284375,SPEAKER_01
1367.20971875,1371.39471875,SPEAKER_01
1368.03659375,1368.2728437500002,SPEAKER_00
1371.6478437500002,1389.9403437500002,SPEAKER_01
1390.39596875,1391.7797187500003,SPEAKER_01
1392.8259687500001,1398.2259687500002,SPEAKER_01
1398.8840937500001,1408.0303437500002,SPEAKER_01
1408.0303437500002,1408.1822187500002,SPEAKER_00
1408.1822187500002,1409.3128437500002,SPEAKER_01
1409.8528437500001,1436.80221875,SPEAKER_01
1437.20721875,1448.91846875,SPEAKER_01
1449.6778437500002,1453.2215937500002,SPEAKER_01
1453.94721875,1489.24971875,SPEAKER_01
1489.67159375,1495.0040937500003,SPEAKER_01
1495.2065937500001,1497.72096875,SPEAKER_01
1498.0415937500002,1510.7147187500002,SPEAKER_01
1511.4065937500002,1513.17846875,SPEAKER_01
1513.71846875,1516.7390937500002,SPEAKER_01
1517.4140937500001,1525.7334687500002,SPEAKER_01
1526.52659375,1532.5003437500002,SPEAKER_01
1532.6522187500002,1540.43159375,SPEAKER_01
1540.8028437500002,1546.23659375,SPEAKER_01
1546.7090937500002,1547.8565937500002,SPEAKER_01
1548.48096875,1549.1053437500002,SPEAKER_01
1549.57784375,1551.7378437500001,SPEAKER_01
1552.1934687500002,1570.9415937500003,SPEAKER_01
1571.66721875,1572.91596875,SPEAKER_01
1573.1184687500001,1575.48096875,SPEAKER_01
1576.3415937500001,1589.4197187500001,SPEAKER_01
1589.9934687500001,1601.5359687500002,SPEAKER_01
1602.05909375,1604.87721875,SPEAKER_01
1606.4297187500001,1612.3359687500001,SPEAKER_00
1611.03659375,1611.6609687500002,SPEAKER_01
1612.5047187500002,1615.4915937500002,SPEAKER_00
1615.8628437500001,1616.6390937500003,SPEAKER_01
1616.09909375,1616.5884687500002,SPEAKER_00
1617.5503437500001,1620.1490937500002,SPEAKER_00
1619.22096875,1621.0603437500001,SPEAKER_01
1620.6384687500001,1620.9759687500002,SPEAKER_00
1621.0603437500001,1621.1109687500002,SPEAKER_00
1621.1109687500002,1621.1447187500003,SPEAKER_01
1621.1447187500003,1621.16159375,SPEAKER_00
1621.16159375,1621.17846875,SPEAKER_01
1621.5328437500002,1625.3128437500002,SPEAKER_00
1624.9922187500001,1625.4309687500001,SPEAKER_01
1625.4309687500001,1631.0840937500002,SPEAKER_00
1631.3878437500002,1636.1128437500001,SPEAKER_00
1636.3153437500002,1637.4122187500002,SPEAKER_00
1637.5809687500002,1638.6440937500001,SPEAKER_00
1639.18409375,1644.65159375,SPEAKER_00
1644.78659375,1645.4447187500002,SPEAKER_00
1646.06909375,1656.04221875,SPEAKER_00
1656.4472187500003,1658.6072187500001,SPEAKER_00
1658.70846875,1659.85596875,SPEAKER_00
1659.3159687500001,1661.94846875,SPEAKER_01
1662.64034375,1676.44409375,SPEAKER_01
1677.00096875,1693.3528437500001,SPEAKER_01
1693.03221875,1693.6565937500002,SPEAKER_00
1694.2472187500002,1695.41159375,SPEAKER_00
1694.2640937500003,1694.8040937500002,SPEAKER_01
1695.4622187500001,1700.8284687500002,SPEAKER_00
1698.8203437500001,1699.09034375,SPEAKER_01
1701.1153437500002,1705.70534375,SPEAKER_01
1706.3465937500002,1714.0753437500002,SPEAKER_01
1714.95284375,1716.5390937500001,SPEAKER_01
1717.09596875,1717.77096875,SPEAKER_01
1718.8847187500003,1725.4490937500002,SPEAKER_01
1726.1072187500001,1744.5684687500002,SPEAKER_01
1745.4459687500002,1752.3984687500001,SPEAKER_01
1752.7190937500002,1757.3765937500002,SPEAKER_01
1758.2034687500002,1764.8353437500002,SPEAKER_01
1765.32471875,1766.2359687500002,SPEAKER_01
1766.4047187500003,1769.0203437500002,SPEAKER_01
1769.2734687500001,1799.0072187500002,SPEAKER_01
1799.7328437500003,1800.3065937500003,SPEAKER_01
1801.2515937500002,1804.6097187500002,SPEAKER_01
1805.3015937500002,1816.7259687500002,SPEAKER_01
1811.6128437500001,1811.6297187500002,SPEAKER_00
1816.91159375,1819.9322187500002,SPEAKER_01
1820.5059687500002,1841.0765937500003,SPEAKER_01
1841.5997187500002,1842.3590937500003,SPEAKER_01
1842.64596875,1845.5147187500002,SPEAKER_01
1845.76784375,1851.0328437500002,SPEAKER_01
1851.25221875,1853.05784375,SPEAKER_01
1853.2772187500002,1856.1290937500003,SPEAKER_01
1857.85034375,1863.0309687500003,SPEAKER_00
1861.9847187500002,1862.3222187500003,SPEAKER_01
1863.1322187500002,1863.8240937500002,SPEAKER_00
1864.16159375,1867.1990937500002,SPEAKER_00
1864.44846875,1864.8197187500002,SPEAKER_01
1867.5028437500002,1872.5653437500002,SPEAKER_00
1872.8690937500003,1875.85596875,SPEAKER_00
1873.5609687500003,1873.9828437500003,SPEAKER_01
1876.2103437500002,1883.5340937500002,SPEAKER_00
1884.0234687500001,1890.9422187500002,SPEAKER_00
1891.6509687500002,1894.97534375,SPEAKER_00
1895.8528437500001,1897.7090937500002,SPEAKER_00
1898.06346875,1900.74659375,SPEAKER_00
1901.1347187500003,1902.1640937500001,SPEAKER_01
1901.7590937500001,1902.70409375,SPEAKER_00
1903.8009687500003,1921.3340937500002,SPEAKER_01
1908.9647187500002,1909.1503437500003,SPEAKER_00
1921.8909687500002,1953.0928437500002,SPEAKER_01
1953.2109687500001,1967.9259687500003,SPEAKER_01
1968.09471875,1984.3790937500003,SPEAKER_01
1984.9528437500003,1991.4834687500002,SPEAKER_01
1992.29346875,1993.8122187500003,SPEAKER_01
1994.2340937500003,1998.2334687500002,SPEAKER_01
1999.3809687500002,2008.2065937500001,SPEAKER_01
2009.1347187500003,2042.7497187500003,SPEAKER_01
2043.2390937500002,2044.3022187500003,SPEAKER_01
2044.7240937500003,2046.42846875,SPEAKER_01
2046.8165937500003,2047.27221875,SPEAKER_01
2047.69409375,2049.34784375,SPEAKER_01
2049.5840937499997,2052.73971875,SPEAKER_01
2054.47784375,2059.6415937500005,SPEAKER_00
2058.64596875,2059.1015937500006,SPEAKER_01
2059.9453437500006,2061.41346875,SPEAKER_00
2061.70034375,2067.2184687500003,SPEAKER_00
2067.60659375,2069.7497187500003,SPEAKER_00
2069.8172187500004,2072.0447187500004,SPEAKER_00
2072.5340937500005,2077.61346875,SPEAKER_00
2077.9003437500005,2085.71346875,SPEAKER_00
2086.47284375,2091.2653437500003,SPEAKER_00
2091.3497187500006,2093.10471875,SPEAKER_00
2093.77971875,2097.9140937500006,SPEAKER_00
2094.1003437500003,2094.4715937500005,SPEAKER_01
2099.0615937500006,2100.15846875,SPEAKER_00
2099.19659375,2099.6522187500004,SPEAKER_01
2101.12034375,2101.86284375,SPEAKER_01
2101.60971875,2101.72784375,SPEAKER_00
2102.62221875,2104.51221875,SPEAKER_00
2105.00159375,2112.0722187500005,SPEAKER_00
2108.5622187500003,2109.01784375,SPEAKER_01
2112.1228437500004,2119.6659687500005,SPEAKER_00
2119.7334687500006,2123.59784375,SPEAKER_00
2124.39096875,2134.0772187500006,SPEAKER_01
2134.87034375,2142.8522187500002,SPEAKER_01
2143.32471875,2150.0240937500002,SPEAKER_01
2150.4122187500006,2151.15471875,SPEAKER_01
2151.81284375,2152.40346875,SPEAKER_01
2152.84221875,2166.5447187500004,SPEAKER_01
2166.71346875,2168.63721875,SPEAKER_01
2169.05909375,2170.4597187500003,SPEAKER_01
2170.51034375,2182.5084687500002,SPEAKER_01
2183.33534375,2184.6853437500004,SPEAKER_01
2184.97221875,2194.3378437500005,SPEAKER_01
2194.42221875,2198.87721875,SPEAKER_01
2199.07971875,2208.59721875,SPEAKER_01
2209.4747187500006,2215.76909375,SPEAKER_01
2213.40659375,2213.82846875,SPEAKER_00
2217.01784375,2220.4940937500005,SPEAKER_00
2220.7809687500003,2223.12659375,SPEAKER_00
2224.3415937500004,2224.98284375,SPEAKER_00
2225.6240937500006,2229.15096875,SPEAKER_00
2230.02846875,2230.6190937500005,SPEAKER_00
2231.7497187500003,2233.1334687500002,SPEAKER_00
2233.42034375,2238.2634687500004,SPEAKER_00
2238.78659375,2241.2840937500005,SPEAKER_00
2241.2840937500005,2241.8747187500003,SPEAKER_01
2241.4697187500005,2242.3809687500006,SPEAKER_00
2242.51596875,2248.84409375,SPEAKER_00
2249.3503437500003,2250.54846875,SPEAKER_00
2251.02096875,2256.3365937500002,SPEAKER_00
2257.0790937500005,2257.6865937500006,SPEAKER_00
2258.0240937500002,2264.52096875,SPEAKER_00
2263.67721875,2264.0147187500006,SPEAKER_01
2265.24659375,2268.9590937500006,SPEAKER_01
2270.17409375,2272.3678437500002,SPEAKER_00
2272.65471875,2274.6122187500005,SPEAKER_00
2275.05096875,2275.42221875,SPEAKER_01
2275.97909375,2278.2740937500002,SPEAKER_01
2279.23596875,2283.37034375,SPEAKER_00
2283.6403437500003,2283.97784375,SPEAKER_01
2283.97784375,2284.41659375,SPEAKER_00
2285.0240937500002,2287.7409687500003,SPEAKER_01
2288.97284375,2289.36096875,SPEAKER_00
2290.0528437500006,2290.9978437500004,SPEAKER_01
2290.49159375,2291.40284375,SPEAKER_00
2292.24659375,2292.65159375,SPEAKER_00
2293.02284375,2293.6640937500006,SPEAKER_01
2294.54159375,2304.48096875,SPEAKER_00
2305.8309687500005,2355.7303437500004,SPEAKER_01
2356.42221875,2360.0840937500006,SPEAKER_01
2360.64096875,2367.2897187500002,SPEAKER_01
2368.1503437500005,2374.79909375,SPEAKER_01
2375.59221875,2380.82346875,SPEAKER_01
2381.68409375,2441.9109687500004,SPEAKER_01
2442.0459687500006,2453.4872187500005,SPEAKER_01
2454.22971875,2456.7440937500005,SPEAKER_01
2456.82846875,2457.92534375,SPEAKER_01
2458.68471875,2458.8365937500002,SPEAKER_00
2458.8365937500002,2459.52846875,SPEAKER_01
2459.8828437500006,2465.7722187500003,SPEAKER_01
2465.8397187500004,2538.97596875,SPEAKER_01
2522.70846875,2522.9615937500002,SPEAKER_00
2539.11096875,2557.4372187500003,SPEAKER_01
2558.02784375,2570.7684687500005,SPEAKER_01
2571.4772187500002,2577.29909375,SPEAKER_01
2578.14284375,2583.20534375,SPEAKER_01
2583.74534375,2598.32534375,SPEAKER_01
2599.5740937500004,2606.1384687500004,SPEAKER_00
2606.54346875,2607.38721875,SPEAKER_00
2607.8428437500006,2612.63534375,SPEAKER_00
2612.93909375,2614.74471875,SPEAKER_00
2615.09909375,2618.40659375,SPEAKER_00
2618.64284375,2622.67596875,SPEAKER_00
2622.9628437500005,2627.8565937500007,SPEAKER_00
2628.53159375,2631.3328437500004,SPEAKER_00
2631.5859687500006,2632.0078437500006,SPEAKER_01
2632.0078437500006,2641.72784375,SPEAKER_00
2642.4872187500005,2668.5928437500006,SPEAKER_01
2642.58846875,2642.7234687500004,SPEAKER_00
2669.1328437500006,2697.17909375,SPEAKER_01
2697.66846875,2712.7040937500005,SPEAKER_01
2713.32846875,2714.2734687500006,SPEAKER_01
2715.0497187500005,2727.1490937500002,SPEAKER_01
2727.90846875,2729.42721875,SPEAKER_01
2730.0009687500005,2733.1228437500004,SPEAKER_01
2734.84409375,2739.11346875,SPEAKER_00
2738.23596875,2738.7422187500006,SPEAKER_01
2739.5690937500003,2743.5515937500004,SPEAKER_00
2739.6365937500004,2740.09221875,SPEAKER_01
2743.9059687500003,2744.3447187500005,SPEAKER_01
2743.9228437500005,2746.35284375,SPEAKER_00
2746.5215937500006,2746.84221875,SPEAKER_00
2746.5722187500005,2748.34409375,SPEAKER_01
2748.1415937500005,2751.5165937500005,SPEAKER_00
2751.8709687500004,2784.99659375,SPEAKER_01
2752.37721875,2752.7653437500003,SPEAKER_00
2785.53659375,2801.8209687500002,SPEAKER_01
2793.3497187500006,2794.39596875,SPEAKER_00
2802.34409375,2803.6434687500005,SPEAKER_01
2804.14971875,2814.7809687500003,SPEAKER_01
2815.5740937500004,2823.1003437500003,SPEAKER_01
2823.4209687500006,2830.13721875,SPEAKER_01
2830.74471875,2832.85409375,SPEAKER_01
2833.5459687500006,2853.88034375,SPEAKER_01
2853.9647187500004,2857.6940937500003,SPEAKER_01
2858.09909375,2860.3097187500007,SPEAKER_01
2860.61346875,2861.7947187500004,SPEAKER_01
2862.4528437500003,2863.3134687500005,SPEAKER_01
2863.76909375,2870.0634687500005,SPEAKER_01
2870.9072187500005,2903.94846875,SPEAKER_01
2904.4715937500005,2915.0184687500005,SPEAKER_01
2915.65971875,2926.2403437500006,SPEAKER_01
2926.8984687500006,2937.2597187500005,SPEAKER_01
2938.5253437500005,2954.6240937500006,SPEAKER_00
2941.0059687500006,2941.4615937500002,SPEAKER_01
2954.9784687500005,2956.46346875,SPEAKER_00
2957.2734687500006,2999.91659375,SPEAKER_01
2999.9334687500004,3004.72596875,SPEAKER_01
3005.21534375,3054.7265937500006,SPEAKER_01
3054.9122187500006,3060.4472187500005,SPEAKER_01
3060.59909375,3062.10096875,SPEAKER_01
3062.52284375,3073.7615937500004,SPEAKER_01
3074.45346875,3075.3309687500005,SPEAKER_01
3075.76971875,3077.1365937500004,SPEAKER_01
